,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
34,0cdb2233-1f59-4ea6-8929-4fe8ac40fecf,펭창수백두산,https://play-lh.googleusercontent.com/a/AItbvmnbagKaPJO77lWFtvJiUL7nozWd84LbdJvCsMhg=mo,아니..왜? 세븐나이츠 에서 블레이드앤소울 냄새가 나는거죠? 내가 세나를 하는건지 블소를 하는건지..이거 세나 맞음?,1,0,1.04.1,2022-08-06 11:52:33,"안녕하세요 펭창수백두산 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

계승자님께 만족스러운 경험을 선사 드리지 못해,
속상한 심정입니다.

세븐나이츠 레볼루션은 세븐나이츠 IP 게임으로써,
세븐나이츠를 대신할 수는 없겠으나, 레볼루션만의 색깔로
즐거움을 선사 드리기 위해 노력하겠습니다.

앞으로의 세븐나이츠 레볼루션을 기대해주시고
많은 관심 부탁드립니다.

감사합니다.",2022-08-06 13:50:01
35,05adf26e-9717-46fd-b264-68f828fad45d,태양흑점,https://play-lh.googleusercontent.com/a-/AFdZucobIKarCQi0ZgGMVE0iRBoAUmtknCXoZoV_q6FUzw,좋아요.,5,0,,2022-08-06 11:41:14,,
36,25eb7450-05d9-4793-8f81-4eeffd69a9e4,치킨까까,https://play-lh.googleusercontent.com/a-/AFdZucogkHzyqOwvDTxU9-YIqu0CcRYcpQGCluA1AaT2lg,수듄,1,0,,2022-08-06 11:27:51,,
37,2a5905da-9415-4895-b773-e73259f32123,또하루,https://play-lh.googleusercontent.com/a-/AFdZucptDnzAWjqfdJ_MCM-9U3ka-wpYICDlEHGfzKRs,나름 소소한 재미,5,0,1.04.0,2022-08-06 11:22:38,,
38,462bf606-ad03-413c-9126-73fdce20e254,김기원,https://play-lh.googleusercontent.com/a/AItbvmmAXlkMzp0aslCPqxTkfjAlG6r70lbMgcFgRpRl=mo,재밌네요,5,0,1.04.1,2022-08-06 11:20:05,,
39,03b89990-5627-44af-b7cb-456d0eec853d,심문식,https://play-lh.googleusercontent.com/a-/AFdZucpTNWCPouFsV1U5uWuCDwM9wmU4EeSYUnFEXjOF,재미좋아요 처음해보네요,5,0,1.04.1,2022-08-06 11:08:51,,
40,a4998a94-caa6-4d75-ba13-9f3b6cfdd2b1,이학수,https://play-lh.googleusercontent.com/a/AItbvmn7TtCCBE96CaiTmIw10vLg0Xw8429-bp8Ot1pi=mo,오늘 확정으로 에이스가 떴는데 안들왔어요. 이거 복구좀 해주세요.,2,0,1.04.1,2022-08-06 11:01:38,,
41,3c93752b-1717-4b4c-a44c-760875764525,김태민,https://play-lh.googleusercontent.com/a/AItbvmm68iYt8pudWjfpWKYmwiv4nBtfNlUEtS4ws3JB=mo,꿀잼,5,0,1.04.0,2022-08-06 11:00:27,,
42,aaa1d880-0b5b-478f-9ce9-fcf1f67c8286,신웅철,https://play-lh.googleusercontent.com/a-/AFdZucrWQH-17LOl_NSotfLoAgn-TmuUANxdY-nnkGr6HAU,지역 난이도 선택 어떻게함?,1,0,1.04.1,2022-08-06 11:00:19,"안녕하세요 신웅철 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저 세븐나이츠 레볼루션의 관심을 가져주셔서 감사드립니다.

계승자님의 말씀 하신 내용으로 지역 난이도의 경우
메뉴-스토리를 클릭하시면 우측 상단 위에서 난이도 설정이 가능합니다.

공식 포럼의 게임 가이드를 이용하시면 보다 편하게 설명되어 있으니
참고해주시기 바랍니다.

계승자님의 관심에 다시 한번 진심으로 감사드리며,
앞으로의 세븐나이츠 레볼루션 지켜봐 주시길 부탁드립니다.

감사합니다.",2022-08-06 13:05:04
43,c5c4dee9-05a7-4ebe-8bfc-d9479d8b8cf1,강마니,https://play-lh.googleusercontent.com/a-/AFdZucpJxKxdTuc_bHHGlOIvFjhZBSRwapBc1L41wg8vBw,잼있네요,5,0,1.04.1,2022-08-06 10:59:43,,
44,a353f7e0-24df-4365-9d05-a2bf51250389,달나라,https://play-lh.googleusercontent.com/a/AItbvmk17ZsUmWMOr9sMpxVhvSgnmsZsH8_Ceey2R0-J=mo,해보세요 왜 망했는지 겪어보세요,5,0,1.04.1,2022-08-06 10:46:42,,
45,f7352483-2f4e-416f-8e97-49d24e891dea,낙천,https://play-lh.googleusercontent.com/a-/AFdZucpLOsVLUM8W3hGIszXpsWgPR-MwiTlPvg8stuWwfg,안녕히계세요 여러분~ 재미없어서 먼저 떠나요~~,1,0,,2022-08-06 10:33:04,"안녕하세요 낙천 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

우선 만족할만한 게임 서비스를 제공해드리지 못한 점 죄송합니다.

다양한 콘텐츠와 이벤트를 기획하여
세븐나이츠 레볼루션을 보다 재미있게 즐기실 수 있도록 노력하겠습니다.

혹여라도 게임 이용 중 불편했던 부분이나 건의하실 사항이 있다면
고객센터를 통해 1:1 문의를 남겨주세요.

다양한 의견 청취를 통해 더욱 나은 서비스를 제공해드릴 수 있도록 최선을 다하겠습니다.

감사합니다.",2022-08-05 15:20:01
46,b616ae41-0815-45da-a6fd-b136899844cd,권소희,https://play-lh.googleusercontent.com/a/AItbvmnY7ffu7Lw1bLVCMXgAyro9uOXEOY3cVhxuFZgG=mo,어렵다 과금은 필수인건가.. 나중엔 스토리 깨는것도 힘듦 뽑기? 열번씩 20번은넘게한거같은데 사성2개 것도 4성확정으로하나ㅋ너무확률적은듯 같은 스토리 조금더 어렵게해서 반복반복 나중엔 지겨음 몇마리잡기 이런건 한마리씩 잡을수있음 근데개오래걸림.. 보스는 피통이 미쳤음...개오래걸림... 점점 재미가없음... 연인퀘는..뺑뺑이용 퀘하면서 돈은모이는데 어디다가쓰는건지..물약만사는듯..장비는 어디서 나오는지.. 차라리 필드 사냥이라도 하게해주지 필드몹 잡아도 경치도템도 안나오는듯..장비업 하고싶어도 템이없음..그래서 강화재료만 가방가득 가방은 모지라고.. 창고시스템은있는건지 나만모르는건지..ㅠㅠ악세는귀하고...환원?시스템은.. 그것도 용도를모르겠음.. 녹템 무기종류별로 다있어야 파템 만드는건데... 무과금으로가능할까...세나를 전부터 해왔지만..기대를너무했나보오.... 그래픽은 좋음..,2,0,,2022-08-06 10:29:50,,
47,04a124f1-8e04-4db4-99d3-9a0e1af21c5c,전현성,https://play-lh.googleusercontent.com/a/AItbvmmCzR1f1VKkb2gmGkkodUjuXz5OhKtdUfUVTKP8=mo,네재미잇어요ㅅㅅ,5,0,1.04.1,2022-08-06 10:26:49,,
48,b602aac7-43ab-4b72-8198-3824663f5438,h.j yun,https://play-lh.googleusercontent.com/a/AItbvmnqrmn_u2S9sk_bNjB5SkKSQkgom35n9YPipxYZ=mo,기존 세나랑 너무 틀리고 몬길처럼 되잇는줄 알앗더니 그것도 아니고 퀘스트도 주렁주렁 있고 스킵도 제대로 되는부분도 아님 기존 세나가 훨 재밋네요 재미없음 레볼루션은,1,0,1.04.1,2022-08-06 10:21:03,"안녕하세요 h.j yun 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저, 세븐나이츠 레볼루션을 오래 기다려주신 만큼의
계승자님의 게임 만족감을 드리지 못해 마음이 무겁습니다.

이번에는 기존 세븐나이츠 혹은 다른 게임이 아닌
세븐나이츠 레볼루션만의 게임에 재미요소를 느낄 수 있도록
준비가 되었습니다.

또한 말씀해주신 사항의 퀘스트 스킵이 안되는 부분은
게임 내 확인 후 유관부서로 전달 드릴 수 있도록 하겠습니다.

계승자님의 관심에 다시 한번 진심으로 감사드리며,
앞으로의 세븐나이츠 레볼루션 지켜봐 주시길 부탁드립니다.

감사합니다.",2022-08-06 10:56:16
49,892a2f99-af32-474d-810d-60eb6bee5d12,윤건희,https://play-lh.googleusercontent.com/a/AItbvmlGLN6IpczWi9b3Hhx4CLc6TFw-AxWAyLt8LGHk=mo,이게임 만하면 자꾸 렉이걸려요,1,0,1.04.1,2022-08-06 10:19:09,"안녕하세요 윤건희 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저, 세븐나이츠 레볼루션에 관심을 보여주셔서 감사드립니다.

게임 내 렉 현상에 관련으로 리뷰를 남겨주셨습니다.
모바일 기기의 경우 권장 사양 혹은 최소 사양에 맞지 않을 경우
렉 현상이 발생할 수 있는 점 양해 말씀 부탁드리며,
PC버전도 마련되어 있으니 원활한 게임 진행을 할 수 있도록 제공하고 있습니다.

공식 포럼 공지사항으로 모바일, PC버전 사양 안내가 기재되어 있으니,
참고해주시기 바랍니다.

계승자님의 관심에 다시 한번 진심으로 감사드리며,
앞으로의 세븐나이츠 레볼루션 지켜봐 주시길 부탁드립니다.

감사합니다.",2022-08-06 10:44:01
50,b2c888ac-7850-4884-97b6-c8d8e061933a,전광석,https://play-lh.googleusercontent.com/a/AItbvmmO7OfLYshDpl96Z-sgFDhEgc166LBhFbayhzJR=mo,굿,5,0,1.04.1,2022-08-06 09:56:23,,
51,fb401bf6-91a7-4d6b-a97a-b028c8586f17,김건우,https://play-lh.googleusercontent.com/a-/AFdZucqFzI9-xqUtg-kvz4s5PpSyHrkHlZNmJK7Px8Pq,생도결투때 왜피가줄어드나요? 분명피가더많은데 생도결투때는 갑옷을안입은걸로 측정되요,1,0,1.04.1,2022-08-06 09:54:45,"안녕하세요 김건우 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저, 세븐나이츠 레볼루션에 관심을 보여주셔서 감사드립니다.

게임 내 콘텐츠 생도 결투 관련의 리뷰를 남겨주셨는데요.
번거로우시더라도 공식 포럼->고객센터->1:1 문의하기를 통해

겪으시고 있는 상황과 스크린샷을 첨부해주시면
확인 후 빠른 답변드릴 수 있도록 하겠습니다.

계승자님의 관심에 다시 한번 진심으로 감사드리며,
앞으로의 세븐나이츠 레볼루션 지켜봐 주시길 부탁드립니다.

감사합니다.",2022-08-06 10:59:01
52,2f0491f7-75a7-48e7-9d84-0f129e49f7e4,이영환,https://play-lh.googleusercontent.com/a/AItbvmmQIXk7hkom0Eod9yZmX4f69FVBx6uCXFozazpYkQ=mo,레아첼 사전등록했지만 안줌 ㅋ,1,0,1.04.1,2022-08-06 09:53:18,"안녕하세요 이영환 계승자님!
무한 영웅 변신 RPG 『세븐나이츠 레볼루션』입니다.

먼저, 세븐나이츠 레볼루션을 기다려주셔서 대단히 감사드립니다.
말씀해주신 사항은 고객센터를 통해 1:1 문의하기를 통해
겪고 계신 상황을 말씀해주시면 확인 후 답변드릴 수 있도록 하겠습니다.

[고객센터 이용방법]
공식포럼->FAQ(고객센터)->+FAQ(그 외 다른 방법)->1:1 문의하기

빠른 도움을 드리지 못해 죄송합니다.

보다 나은 서비스를 제공해드리는 세븐나이츠 레볼루션이 되겠습니다.

감사합니다.
",2022-08-06 13:29:01
53,f27e121d-2984-4bcc-89bf-f6ee5776c841,강지운,https://play-lh.googleusercontent.com/a/AItbvmmcDB0vrGQOyvawbgL__xo0DEaveS2lIYmSVMvo=mo,재밌노,5,0,1.04.1,2022-08-06 09:53:02,,
54,18dd529d-3e50-416f-85b7-e69d131865a5,성준윤,https://play-lh.googleusercontent.com/a/AItbvmlVdHRBuF3ia4QvyNZ6az15Mj25aR1x_Ia5rWbb=mo,"고퀄리티 라는것이 정말 쉽게 느꼈질정도로 그래픽에 신경을 많이쓴 흔적이 보입니다. 하지만 단지 그것뿐인것 같아요. 스토리는 더빙이 부자연스러울 때가 많고, 개연성이 엉망인거 같고 뽑기는 극악의 확률을 자랑하고 결투장에선 좋은 캐릭터 얻지못한 유저들은 그냥 손가락만 빨게하는거 같습니다. 그저 원신을 즐겼던 유저로서 '세븐나이츠 레볼루션'은 원신,그랑사가등등을 표절한 게임으로밖에 보이지 않습니다. 나름에 성의를 써서 그래픽이 좋다고는 하지만 정작 중요한 스토리는 엉망이고 결투장, 뽑기 같은 전체적으로 중요한 시스템은 타 유사게임보다 저급해보일정도로 좋지 않습니다. 사전예약을 하면서 까지 기다려왔는데 원신과 그랑사가 중국 짝퉁 표절게임을 해본 느낌이였네요...",3,0,,2022-08-06 09:50:25,,
55,19ee7b2c-3675-48a7-a68f-a5e0117117cb,양게 뉴GTA5,https://play-lh.googleusercontent.com/a-/AFdZucoUxJmK2PaM5GggtYqVVwB3Magw5FUVUrWmmguK,현질 유도겜,1,0,,2022-08-06 09:49:46,,
56,2b464876-25bc-4610-ab75-dd4576e380e2,임헌중,https://play-lh.googleusercontent.com/a/AItbvmnP-s39GiovoMz4XOYjwD8j_SxzhCOOw9OrdxKWHw=mo,"다 좋은데,글자들이 너무 작아요~글자크기 조절기능도 부탁드립니다.",5,0,1.04.1,2022-08-06 09:44:55,,
57,d390fd46-91e8-46c6-aa35-dd01c95958df,박세웅,https://play-lh.googleusercontent.com/a-/AFdZucrJAayBy0lEiSrin6hdhlP0QkbmkwlNzucRczMfyQ,추억겜,1,0,1.04.1,2022-08-06 09:41:33,,
58,67b8f227-178c-4393-8786-462f00370d82,joonsang HONG,https://play-lh.googleusercontent.com/a/AItbvmmtCIXipiiHHuZYNlQgk6UyNPRdsdqquME23Qd2=mo,"오픈월드이지만 오픈월드가 아닌겜?..사냥터를 찾기힘듦..카드 육성자체가 힘듦;; 낮은 확률로 어떻게 언제 각성함? 지루한 퀘스트 진행. 그냥 솔직히 재미가 없음..세나1, 2 유저로써 너무 실망스럽습니다.",1,0,,2022-08-06 09:40:31,,
59,1f7e00b7-fad9-4c62-b60d-ddd3cc011b39,김종필,https://play-lh.googleusercontent.com/a/AItbvmm86x_Rr5AJXH5HlCy-l1QBZH05hlh7MdS9h5Uc=mo,good,5,0,1.04.1,2022-08-06 09:39:32,,
60,28d51108-2847-450d-af23-8516e5dd80d1,마크남,https://play-lh.googleusercontent.com/a-/AFdZucp-wk3-6UPUdgs7v1sqaCxfol5O_KaHdKTyuF6xHw,스토리도 꽤나 괜찮아보였고 캐릭터들도 너무잘나와서 마음에 들었습니다,5,0,1.04.1,2022-08-06 09:37:30,,
61,aea8f489-b7e9-4f11-8532-6600cf7ff13f,배성용,https://play-lh.googleusercontent.com/a-/AFdZucpwNppZzCh43R0Y-wVr7TxZrJIBQlm7Z0aiwFjE,"전 편에 비해 그래픽, 스토리 더 좋아 졌네요.",5,0,1.04.1,2022-08-06 09:31:57,,
