,date,title,userName,rating,isEdited,review,developerResponse
10,2019-12-04 05:43:00,금수저용 겜,스콜파온즈,5,False,"현금 10억 정도 있으면 하고 없으면 하지말란거지?
어차피 무한 현질러들 위해 만든거잖아
옛 추억이 젖어 그래도 추종하는 돈 열라 많은 유져들 만을 위한 겜
요즘 대세인 모바일 게임이라고 하기엔 쫌 너무하지 않나?
그래도 아닥하는 거 보니 금수저용으로 만든게 맞나보네",
11,2019-12-10 20:39:24,게임 이따위로 만들고 뭔 자신감으로 광고 찍음?,Jong chan,5,False,말이 모바일 게임이지 퍼플로 하는 PC온라인 게임임. 그나마도 기술력 퇴보해서 게임성 제로에 자기복제 수준의 린m 시스템 복붙하기기가 전부인 게임. 거기다가 오픈한지 한달도 안됐는데 어디서 보안이 뚫린건지 NC계정 이용자들 다수가 해킹당했죠. 그래놓고 2차 보안 안한 유저 탓하겠지 ㅋㅋㅋ,
12,2020-01-22 06:20:44,리니지는 그대로인가,쿠로하레,5,False,"리니지는 예전 그모습 그대로 인가 싶습니다 그래픽과 스토리는 현재 나와있는 게임에 비하면 기대이하일거 같네요 예전에 스토리와 디테일이 살아있었다면 지금은 과거수준에서 벗어나지 못한 상황
퍼플은 오류투성이에 관련 문의답변도 성의도 없고 회사만 커졌지 통일된 감이 없어요 
과금한게 아까워서 아직까진 하고있지만 캐릭터 밸런스 완전 깨져있고 겜하면 죄다 원거리 활쟁이뿐",
13,2019-12-03 18:31:26,겜 진짜 다시만들어야 할거같네요,희귀닉네임,5,False,아니 욕나올거같은데 진짜 겜수준이 무슨 이따구고 완성도안된거같은 게임을 들고나와가지고는 하 그래픽화질이랑 과금이든 무과금이든 상관없이 자꾸 처 팅기기나하고 나만그런줄알았더만은 게임이 문제였네 제발 꼭 다시만들어라 기대의반도못미치네;;,
14,2019-11-30 19:47:45,후기 남김..,주꼬,5,False,"이게 리니지2m 이라고 나왔는... 그렇다면 pc에서의 리니지2를 모바일로 이식했다고 생각할것이여... 하지만 이건 피시의 리니지2를 이식한게 아니라 ㅋㅋㅋㅋㅋ 리니지m2라고 하는게 맞을듯합니다.

그리고 시스템이 웃긴게 자유로운 전직이라고 했는데 ㅋㅋㅋ 뭐 맞긴 맞아요.. 단지 뽑기를 해야 합니다.
처음 선택한 직업은 레벨당성할때마다 같은 계열로 주는가 같고 그 같은 계열중에도 등급들이 있으니... 다른 변신을 할려면 결국 현질 뽑기를 해야함 그리고 리니지m에 있는 변신을 직업 뽑기-변신-으로 업뎃을 해뇠으요 뭐 그래요 무과금도 나름 할만은 한데 그냥 노잼...",
15,2019-11-26 18:31:20,ㅋㅋㅋㅋ,아라ㅏ하라반야,5,False,아니 내가 겜 뭐라하는애들 왜그러나 하는데 하.. 뭐냐 이거?? 겜 혹시 만들다 말았냐? 그리고 겜 화질은 뭔 어느 시대 겜수준이고 npc랑 유저 앞에있다고 못지나가고 10분을 제자리 걸음 쳐하길래 내가 손가락한번 쓰윽 해줬다 12 19세 뭔 차인지도 모르겠고 겜 드가자마자 멀미 날뻔했네 개 어지럽네... 이거 ㅋㅋ 이거 만든다고 택진이형이 아침일찍 출근하면서 힘들게 그 고생을 한거냐 ㅋㅋㅋㅋㅋㅋㅋ 수고해라 길어야 일주일이다 겜 드가자마자 접을랬다가 10렙달라서 전챗으로 유저들 한테 말해주려고 10랩 까진한다 니들은 성공할가치가 없는 사람들이다 겜 100프로 다시 만들어라 어데 덜만든걸 갖고 왔노,
16,2019-11-27 03:44:30,아이폰7 사용자입니다.,우긔씨,5,False,"시작한지 얼마 안됫지만 재미있고 오랜만에 제대로 해보고 싶은 게임이란 생각이 들어서 꾸준히 해볼라고 하는데 자꾸 팅기네요.. 사향에 문제가 잇는걸까요 아니면 제 핸드폰이나 아이폰에 문제가 잇는걸까요 ..
게임접속시 화면클릭이 안되는 경우도 있고 텔레포트나 퀘스트중 자동으로 팅김니다.. 20번은 넘게 팅기고 5분이상 해보지를 못하네요.. 재밋을거 같고 기대되기도 하고 흥미 붙여서 해볼까하는데 방법이 있을까요??",
17,2019-12-20 14:03:50,업뎃만 하면 팅 ?,놀자나랑,1,False,"뭐지 매번 업데이트만 하면 팅기는데 이건 ㅡㅡ
신생 게임업체도 이러진 않는다  돈많은 회사가 참....직원들도 월급도 많으면서 이건뭐 배가 부르니 더이상 일하기 싫지 ? 회사나 직원이나 똑같은 것들 끼리 좀 적당히 망해라 그래야 다시 일하지",
18,2019-11-30 06:35:56,튕김현상/접속불가,어나나누누내,1,False,튕김은 기본이고 게임입장이 아예 되지가 않음...입장순간화면이 멈춤.....빠른시일내에 조치를 취해야될것같습니다. 규모가 큰  회사일수록 빠른조치/개선이 필요할것같습니다.,
19,2019-11-26 18:53:36,대단하다,크롱크옹,1,False,"그래픽깨지는이유 -최소폰사양 아이폰8플러스이상급
렙25부터 물약값+무과금의한계가바로옴.강화된셋템맞추지않는이상 물약값으로돈쭉쭉나감..리니지m이랑똑같은 과금시스템.이렇게 현질시스템으로똑같이내놓고운영하는이유-할사람은현질하며할테니까..세시간동안해보고 바로지웠음. 현모바일게임중 검사가왜최고라고하는지 더잘알게되었다.",
20,2021-10-23 06:34:27,훌륭한 게임 맞습니다.,천국에핀꽃,4,False,리니지시스템은 타게임에서 볼수없는 모험성과 우연성이 결합되어 생기는 독특한 자유도가 그어느게임에서도 모방해도 따라올수없는 정말 잘만든 게임임애는 틀림없습니다. 단한가지 아쉬운건 게임에서 차별성이나 가치성이 올라가는 아이템 획득방법에 먼가 아쉬움이 있습니다. 딱집어서 단점을 얘기하기엔 제 소양과 식견이 부족하여 개연적인 생각은 기존의 템획득방식에서 뺄건빼고 추가할건 추가해서 결론적으론 좀더 단순화되고 압축된 템획득방식이었음 합니다. 유저간 개인거래와 경쟁방식은 지금처럼 최대한 자유도를 유지하는거외에 더많은 자유도를 주는것도 게임의 발전적 방향이라 생각합니다.,"{'id': 25861824, 'body': '크로니클 V. 안타라스의 포효 안녕하세요. 리니지2M 고객센터입니다. 소중한 시간을 내어 리뷰 남겨주셔서 감사합니다. 고객님께서 정성스럽게 남겨주신 리뷰에 힘입어 앞으로 더욱 양질의 컨텐츠로 보답할 수 있도록 노력하는 리니지2M이 되도록 최선을 다하겠습니다. 게임 이용 중 궁금하신 사항이나 건의사항이 있으실 경우 언제라도 plaync 고객지원 문의하기를 통해 문의해 주시길 바랍니다. 고맙습니다.', 'modified': '2021-10-25T00:25:10Z'}"
21,2021-09-02 15:13:27,NC에 뭘기대하나마는,iansmood,1,False,"게임은 재밌는데, 맥북에서 발열이 너무심하구요. 과금유도가 너무 심해서 할수가 없네요...정신좀 차리세요 시총 5조가 날아갔으면 이제 좀 정신차릴 때 되지 않았을까요. 아무리 랩업을 해도 과금을 안하면 몹 70마리 잡는 퀘스트를 몇십분씩 해야 간신히 깨요 이런걸 누가합니까?",
22,2020-06-23 22:14:51,별은보기용,나이모아니에요ㅠㅠ,5,False,"정말 궁금한게잇어서요 개발자들은 어케 한결같이 과금유도하나요??욕쓰여져있는거보면 느끼는게없나요? 당신들 사람아닙니까? 매크로 잡는다면서 한게 뭐있나요? 모든게 의문입니다 작장한테 상납받는것처럼...아무리 돈이 좋지만 그만큼 빨때꽂았으면 좀 배푸세요 개돼지들 입장을 존중하란겁니다 당신들 어디가서 엔씨직원이라고 말도못하고다니잖소!! 참 택지니도 문제지만 이런 기획하는 쓰레기들이 우리나라 게임업계 최고라고하는 기업이라니 맙소사!
적당히들하소!!!!",
23,2020-01-09 14:50:28,모든 게임의 리뷰나 게시판은 시작과 끝이 욕이지요.,ㄷㄱㄷㄱㄷㄱㄷㅅ,5,False,"마 평가 리뷰에 욕이란 욕은 어마어마한 데 여전히 대기인원 몇 십명 뜨며 접속이 안 되네요. 
게임 다 거기서 거기에요. 돈 안 내고 내 하고 싶은대로 하면 그건 아니죠. 그러니 차라리 예전 PC게임 정액제가 그립죠. 
아무튼 평을 하자면 아니긴 아닙니다. 넷마블 리니지2 레블루션이 훨씬 나아요. 일단 그래픽 너무 아닙니다. 린레블 하던 길드원 들이 린 엠 나왔을 때 전부 거기로 사전길드 예약하고 갔다가 사흘도 안 되서 다 린레블로 복귀했고요, 이번에도 예전 길드원들 모아서 올려고 했는 데 여의치 않았지만 일단 그래픽 이거 뭐죠?
야구단 운영하느라 돈 모자라나요? 각성 좀 하세요.  별은 관심이나 먹으라고 다섯개 드려요.",
24,2019-12-20 15:20:52,돈만 뽑아 먹을 생각만하고 최적화 개같네,지휘자아들,1,False,"1분에 한번씩 튕기는데 프로그래밍을 어떻게 했길래 최적화가 이딴식이냐
400억 어디에 쓴건지",
25,2019-12-01 17:40:03,무과금? 정신차려라 이게임에서는 안통한다,피가르,1,False,"20까지만 키우고 접어라.
유튭 몇개만 찾아봐도 5분이내로 
설명해준다.",
26,2019-11-30 05:12:53,5초도. 안되서. 반복되는. 튕김은. 머지요...?,dmdmkk,1,False,"아니. 애플은. 게임하지말라는건가요?
무슨접속하자마자 5초도안되서 다운되버리고 재접속하거나 다시시작해서. 해도. 마찬가지고. 게임하겟어요?",
27,2020-01-21 23:17:49,천천히 즐기며 키우면 무과금 가능합니다,무과금이미래다,5,False,"한두달에 소부치려고 키울라면 현질해야하구요
시간 넉넉하게 들여서 약한데서 폐지 주어가며 막피도 이겨내며 키우면 무과금도 가능합니다. 즐기는건 자유니깐요. 현질유도? 모바일 게임이 자선단체도 아니고 돈벌어야 업데이트도하고 개발도 하지요. 당연한겁니다. 그런걸로 게임을 까지는 맙시다. 게임만 놓고 본다면 그래픽. 다인 전투시 렉이 적은점. 칭찬할만한게 여러개 있습니다. 게임 해보십시요. 무과금으로 슬슬. 무과금 팁을 드리자면 도시서버에서 하세요. 거래소가 활발하여, 좋은 컬렉션에 들어가는 아이템을 강화해서 판매하면, 금방 돈 법니다.",
28,2019-12-09 12:44:57,아이패드 미니5 게임중 종료...,자늑자늑,1,False,재미좀 붙이고 하려했더니 게임 도중에 강제종료 되네요... 아이패드가 이상한가해서 봤더니 다른 게임들은 문제없이 몇시간씩 잘됩니다...,
29,2021-11-24 10:37:53,재접속 시도 중입니다. 이거 뭐임?,새로오신,5,False,재접속 시도 중입니다. 이거 뭐임? 🌟해결🌟 집의 3대 공유기의 맥주소를 다르게 설정했더니 이상없이 게임됩니다. 통신사의 동일 맥으로 인해 계속 재접속이 뜬거네요 지금은 게임 잘됩니다. 한가지 문제점은 정기업데이트 후에 캐릭선택후 실행하면 게임이 종료되는데 이유는 모르겠습니다. 그것도 해결해 보겠습니다. 게임은 열정으로 즐기는게 아닐까 생각해요. 일년동안 꾸준히 성장한 제2의 인격 내 캐릭들 수고했다.,"{'id': 26504649, 'body': '크로니클 VI. 혼돈의 왕좌 : 그레시아 안녕하세요. 리니지2M 고객센터입니다. 게임 이용 중에 재접속 현상으로 인해 불편을 겪으셨군요. 고객님께서 기재해주신 내용을 리뷰 내용만으로는 상세하게 확인이 가능하지 않습니다. 번거로우시겠지만 plaync 고객지원에 접속하여 문의하기를 통해 문의를 남겨주신다면 면밀히 조사하여 도움을 드리도록 하겠습니다. 감사합니다.', 'modified': '2021-11-27T07:56:02Z'}"
30,2021-07-06 21:58:26,다들 왜그러지?,진격지닝,5,False,"아니 어느게임에나 존재하는 과금패키지들 
리니지도 당연히 패키지라는것이 존재하고
구매하지않으면 그만인것을 왜 게임성 자체를
가지고 뭐라고하는거죠? 지금 오딘도나오고 곧 
디아블로 이모탈도 나오겠지만 제가 봤을때 린투엠이 게임성으로 보나 그래픽면으로 보나 가장 적당하고 부담스럽지 않으며 다시 찾게되는 뭔가가 있어요 적당한소과금으로 즐기고있는 유저인데 아무문제없이 정말 재밌게 키워나가고있고 리니지는 과금안하면 하지를말아라.. 등등으로 겁주는분들 많은데 그렇기때문에 신규유저가 유입이힘들어지는겁니다 게임을 무슨 즐기려고하는거지 ..ㅉㅉ 그러니 기존유저들땜에 리니지는 이제 해브펀이 아니라 도전해보는게임이되어가는거에요 린투엠 좋습니다 재밌어요 충분히 즐길수있는 요소가 많아요 엔씨 화이팅입니다","{'id': 23866618, 'body': '크로니클 V. 안타라스의 포효 리니지2M 안녕하세요. 리니지2M 고객센터입니다. 힘이 되는 응원의 말씀 감사합니다. 소중한 시간 내어 작성해주신 리뷰 내용에 힘입어 고객님의 기대에 부응할 수 있도록 더욱더 알찬 컨텐츠로 찾아뵙겠습니다. 감사합니다.', 'modified': '2021-07-12T00:43:58Z'}"
31,2021-04-26 07:59:56,고객을 개돼지 취급하는 게임을 도대체 왜 하는거지,페꼬린느,1,False,"재미도 없고 개성도 없고 고전ip만 내세우지
게임 다운 게임을 만들려는 의도도 없고
엔씨들아 양심적으로 이걸 게임이라고 자신하냐?","{'id': 22521195, 'body': '크로니클 V. 안타라스의 포효 리니지2M 안녕하세요. 리니지2M 고객센터입니다. 안녕하세요 꼬린느님. 시간 내시어 리뷰 해주셨네요. 만족하는 플레이를 위하여 늘 노력하지만 기대에 만족을 드리지 못한 것 같아서 마음이 무겁습니다. 혹여나 궁금하고 의견이 있을 시에 plaync 고객센터 1:1 문의해 주시기를 바랍니다. 확인후에 안내해 드리도록 하겠습니다. 고맙습니다. ', 'modified': '2021-04-29T01:59:05Z'}"
32,2020-02-20 12:13:19,나도 봐달라고 5점,웅앵어오앙옹,5,False,여기 댓글 정말 심각하게 보시고 고민하세요. 그렇진 않을거라 생각하지만.. 그저 돈없는 애들의 징징거림이고 개돼지들은 영원할꺼라 생각하신다면 큰 착각입니다. 오너의 마인드가 중요하겠지만 나 살아있을때 돈 많이 벌어다 주고 나중엔 나도 모르겠소..이딴 개썩은 마인드로 회사 운영하시는 걸로 밖에 안보이네요.. 한국은 게임 플레이어는 초강국인데 개발자 및 회사들은 그 수준에 한참 못미치는듯,
33,2019-12-14 21:33:37,아이폰 11인데 접속하자마자 튕기는것좀 조치부탁드려요.,화학과학생,5,False,"아이폰 11인데도 리니지 2m 같은 최신게임이 왜 튕기는지 이해불가네여...;;
튕기는현상좀 어떻게 고쳐주심 안될까요?
그리고 현질해야 할만하다 어쩐다하는데, 이걸로 게임방송해서 벌어먹고산다던가 혹은 유튜브나 블로그 동영상 올릴꺼 아니면은 무과금으로 짬짬히 플레이 하는것이 좋을꺼 같습니다.
제친구가 무과금으로 플레이중인데 퀘스트로 레벨업하면서 길드제안받고 길드가입해서 플레이 잘하고 있습니다. 저도 무과금으로 플레이 잘하고 있고요",
34,2020-02-16 04:45:43,차라리 엔씨도 콘솔쪽으로 방향 한번 잡아보지 그러냐,KORcpt2580,5,False,"너네들 돈 버는 메커니즘이 돈많은 린저씨들 현질로 쪽쪽 빨아재끼는 거라는건 알겠는데, 솔직히 게임이라는것도 일종의 문화 산업이잖아. 그런데 너네가 요즘 만드는 게임에는 예술성 하나도 없어. 흡입력 없는 스토리는 둘째치고 게임 디자인에서도 레벨 디자인에서도 그냥 의미없는 현질유도뿐이잖아. 너네가 좀 더 세계적인 기업이 되고 싶으면 좀 더 진중한 자세로 게임을 만들어야 하지 않을까 싶다.",
35,2020-06-27 23:58:30,내가 별 5개 주는 이유,태빵대빵,5,False,사람들에게 널리 알리고 싶어서임 여기 관계자 답글1도 없지요? 소통 전무함 홈페이지 한번 들어가세요 유저들 불만 사항 하나도 답변 안함 게임내 드랍율이라던가 변동 사항 있으면 공지 해 줘야 하는 것으로 아는데(다른게임회사 약관상) 없음 그리고 이건 정말 몰라서 그러는데 내가 만든 아이디가 아닌 다수의 아이디가 존재해서 문의 했더니 아이디 지워 주는 게 끝 개인정보법 위반 여부 있는지 궁굼함,
36,2020-02-21 02:17:43,너무만족합니다,람지노,5,False,너무 만족합니다 적당한 레벨업 구조와 리니지2느낌 그대로 해놓은듯겜성 그리고 온라인 리니지 리니지2와 리니지m 리니지2m 다 해봤는데 다 너무좋아요! 대신 수요일이 걱정이 될때가 있는데 업데이트때 너무 한번에 안나왓으면 좋겠습니다ㅠ 그래야 격차가 크지않을것같아요! 돈벌고 돈쓰게끔만! 해주면 완벽할것같습니다 일단 너무 재미있어요! 경험치가 약간더 늘어났으면 합니다 렙이 너무 빠르게 올라갑니다ㅜㅠ,
37,2020-09-01 10:11:29,별다섯개면 보일라나?,헤디스,5,False,폰으로다 열식혀가면서 케릭 한개만 겨우 돌리고잇는데 부정사용이 확인대서 영구정지래네...작장도아니고 사기친적도없고 오토는 워낙에 아이폰이 보안시스템이 좋으니간 불가능한거고 대체 어디가 부정사용댓냐물으니간 답장도없고...겜내에 득실거리는 오토들은 정작에 관리도안함서!20일째 밤새면서 열심히 놀앗는데 어이가없네...나는 바이옴10서버 (에리스)다 ㅈ먹어라,
38,2019-11-30 05:45:02,왜 자꾸 팅기죠?,제로영보,1,False,이거 할려고 사진 앱 다 지우고 설정도도 낮게 하는데 두번이나 지우고 깔아도 자꾸 팅기네요 아이폰 8인데 왠만하면 다 돌아 갈텐데 의문이네요,
